Entity,Code,Year,"Health expenditure, public (% of GDP) (% of GDP)","Health expenditure, private (% of GDP) (% of GDP)"
Cambodia,KHM,2000,1.340149618,4.525108502
Cambodia,KHM,2001,1.30376831,4.39852481
Cambodia,KHM,2002,1.520439279,4.425300451
Cambodia,KHM,2003,2.416164271,4.326681909
Cambodia,KHM,2004,2.392324118,4.039858832
Cambodia,KHM,2005,1.618218744,4.223000906
Cambodia,KHM,2006,1.235288574,3.244064816
Cambodia,KHM,2007,1.321770862,2.424060838
Cambodia,KHM,2008,1.111331229,4.443018241
Cambodia,KHM,2009,1.312468532,5.042700408
Cambodia,KHM,2010,1.440774999,4.512029781
Cambodia,KHM,2011,1.33985553,4.30157266
Cambodia,KHM,2012,1.503340698,4.735867672
Cambodia,KHM,2013,1.397584709,4.535233511
Cambodia,KHM,2014,1.251042011,4.424596539
Cameroon,CMR,1995,0.900268714,2.960973096
Cameroon,CMR,1996,0.893368284,4.274241176
Cameroon,CMR,1997,0.978965995,3.665750555
Cameroon,CMR,1998,0.784629614,3.638592956
Cameroon,CMR,1999,0.833734824,3.600307586
Cameroon,CMR,2000,0.932629186,3.546631434
Cameroon,CMR,2001,1.129199277,3.571499453
Cameroon,CMR,2002,1.290383204,3.572734566
Cameroon,CMR,2003,1.331728012,3.641671738
Cameroon,CMR,2004,1.129638122,3.600905328
Cameroon,CMR,2005,1.120079177,3.631063273
Cameroon,CMR,2006,1.076092314,3.609407436
Cameroon,CMR,2007,1.065776207,3.690927313
Cameroon,CMR,2008,1.049287334,4.126899216
Cameroon,CMR,2009,1.28313286,3.78685572
Cameroon,CMR,2010,1.507602276,3.777235064
Cameroon,CMR,2011,1.331447157,2.630228013
Cameroon,CMR,2012,1.066747097,3.272367473
Cameroon,CMR,2013,1.012469674,3.280627636
Cameroon,CMR,2014,0.938633691,3.165037889
Canada,CAN,1995,6.3135005,2.54784798
Canada,CAN,1996,6.112419053,2.524236887
Canada,CAN,1997,6.033111823,2.570976497
Canada,CAN,1998,6.228970762,2.598450579
Canada,CAN,1999,6.107698328,2.622211131
Canada,CAN,2000,6.098426758,2.570134962
Canada,CAN,2001,6.364904681,2.730964529
Canada,CAN,2002,6.514305746,2.855655212
Canada,CAN,2003,6.694243643,2.846071267
Canada,CAN,2004,6.719901986,2.836036952
Canada,CAN,2005,6.723559526,2.849039314
Canada,CAN,2006,6.788407823,2.962368301
Canada,CAN,2007,6.893501359,2.941382643
Canada,CAN,2008,7.063453852,2.968013347
Canada,CAN,2009,7.914158212,3.258934344
Canada,CAN,2010,7.88439634,3.316736588
Canada,CAN,2011,7.676792501,3.144503782
Canada,CAN,2012,7.651144554,3.128067669
Canada,CAN,2013,7.575664928,3.089501889
Canada,CAN,2014,7.411931884,3.037650114
Cape Verde,CPV,1995,4.252399745,1.034884675
Cape Verde,CPV,1996,3.940193488,0.883546272
Cape Verde,CPV,1997,3.862837242,0.869617948
Cape Verde,CPV,1998,3.92627046,1.31190801
Cape Verde,CPV,1999,3.424656164,1.223892966
Cape Verde,CPV,2000,3.524933122,1.287038248
Cape Verde,CPV,2001,3.913535684,1.274889926
Cape Verde,CPV,2002,3.893120524,1.279807256
Cape Verde,CPV,2003,3.746871642,1.250495578
Cape Verde,CPV,2004,3.789352549,1.271923971
Cape Verde,CPV,2005,3.649990513,1.208381157
Cape Verde,CPV,2006,3.962680293,1.152200047
Cape Verde,CPV,2007,3.386336456,0.915479864
Cape Verde,CPV,2008,3.03734974,0.92526042
Cape Verde,CPV,2009,3.239265323,1.003226307
Cape Verde,CPV,2010,3.431766845,1.399728655
Cape Verde,CPV,2011,3.335760259,1.262435441
Cape Verde,CPV,2012,3.33864148,1.26903846
Cape Verde,CPV,2013,3.120439872,1.172966418
Cape Verde,CPV,2014,3.557226753,1.202469217
Central African Republic,CAF,1995,1.363974592,2.239699518
Central African Republic,CAF,1996,2.023371914,2.468937746
Central African Republic,CAF,1997,1.216183896,2.373279834
Central African Republic,CAF,1998,1.417099358,2.331098192
Central African Republic,CAF,1999,1.871718297,2.200866233
Central African Republic,CAF,2000,2.102146836,2.133393874
Central African Republic,CAF,2001,1.863889207,2.085827843
Central African Republic,CAF,2002,2.062251945,2.102738295
Central African Republic,CAF,2003,2.076811913,2.232394827
Central African Republic,CAF,2004,1.845115241,2.256332939
Central African Republic,CAF,2005,2.114689939,2.175409181
Central African Republic,CAF,2006,1.923990235,2.064738825
Central African Republic,CAF,2007,2.036722449,2.007483281
Central African Republic,CAF,2008,2.290508965,2.014404175
Central African Republic,CAF,2009,1.497162132,2.079676398
Central African Republic,CAF,2010,1.977146433,1.920287817
Central African Republic,CAF,2011,1.840226144,1.892502346
Central African Republic,CAF,2012,1.768029867,1.854816853
Central African Republic,CAF,2013,1.913359234,1.908729696
Central African Republic,CAF,2014,2.056942983,2.143279147
Chad,TCD,1995,2.011375251,3.773994619
Chad,TCD,1996,1.960913759,3.449420721
Chad,TCD,1997,1.963588748,3.593393942
Chad,TCD,1998,1.659397007,3.752103503
Chad,TCD,1999,1.989841553,3.876621747
Chad,TCD,2000,2.66748418,3.60916734
Chad,TCD,2001,2.396482425,3.689666025
Chad,TCD,2002,2.691863992,5.640634818
Chad,TCD,2003,2.268320284,3.222221056
Chad,TCD,2004,2.299355155,3.420419715
Chad,TCD,2005,1.55797137,2.35227696
Chad,TCD,2006,1.128978799,2.192764161
Chad,TCD,2007,1.250251221,2.095913789
Chad,TCD,2008,0.996604191,1.919865009
Chad,TCD,2009,1.231522791,2.075254749
Chad,TCD,2010,1.185137165,1.763636205
Chad,TCD,2011,1.534874565,1.633857875
Chad,TCD,2012,1.421939407,1.578390393
Chad,TCD,2013,1.774692315,1.642761605
Chad,TCD,2014,1.978950162,1.642214238
Chile,CHL,1995,2.483034377,4.010601916
Chile,CHL,1996,2.667579501,4.398440621
Chile,CHL,1997,2.722896255,4.646602071
Chile,CHL,1998,2.999279862,4.935264441
Chile,CHL,1999,3.188783313,4.928828538
Chile,CHL,2000,3.332061767,4.586899992
Chile,CHL,2001,3.484542158,4.60165072
Chile,CHL,2002,3.529890881,4.593378421
Chile,CHL,2003,2.687549761,4.651893869
Chile,CHL,2004,2.63814344,4.29578901
Chile,CHL,2005,2.536291524,4.154904726
Chile,CHL,2006,2.517617347,3.663459013
Chile,CHL,2007,2.655656258,3.689589061
Chile,CHL,2008,2.942588718,3.925764882
Chile,CHL,2009,3.468102151,3.924426169
Chile,CHL,2010,3.294925632,3.673680309
Chile,CHL,2011,3.332639236,3.671939904
Chile,CHL,2012,3.476164721,3.761781699
Chile,CHL,2013,3.632821452,3.898473248
Chile,CHL,2014,3.851309424,3.934548246
China,CHN,1995,1.780381954,1.745104506
China,CHN,1996,1.763716129,2.021856511
China,CHN,1997,1.780656558,2.243941142
China,CHN,1998,1.812075346,2.521776284
China,CHN,1999,1.834942236,2.652928294
China,CHN,2000,1.759843468,2.837066402
China,CHN,2001,1.621284224,2.936539056
China,CHN,2002,1.714672238,3.070400732
China,CHN,2003,1.746529994,3.074702926
China,CHN,2004,1.793429835,2.929413915
China,CHN,2005,1.805920306,2.852549654
China,CHN,2006,1.83853832,2.6838791
China,CHN,2007,2.026592106,2.291740824
China,CHN,2008,2.292123452,2.296928478
China,CHN,2009,2.664482629,2.410872691
China,CHN,2010,2.653820098,2.232519692
China,CHN,2011,2.810652656,2.218211424
China,CHN,2012,2.945813766,2.318701704
China,CHN,2013,3.005601408,2.380102652
China,CHN,2014,3.095174286,2.453053394
Colombia,COL,1995,3.720569816,3.036280264
Colombia,COL,1996,5.067606606,3.093051374
Colombia,COL,1997,5.593914054,3.361626826
Colombia,COL,1998,6.103439101,2.623007449
Colombia,COL,1999,6.459251592,2.212638068
Colombia,COL,2000,4.683826864,1.222758246
Colombia,COL,2001,4.690523841,1.269479879
Colombia,COL,2002,4.549736058,1.119253392
Colombia,COL,2003,4.899277437,1.023415513
Colombia,COL,2004,4.082866764,1.287909586
Colombia,COL,2005,4.316017077,1.499819523
Colombia,COL,2006,4.535042305,1.576662395
Colombia,COL,2007,4.539526519,1.713839891
Colombia,COL,2008,4.698007256,1.921928714
Colombia,COL,2009,5.148273784,1.864133366
Colombia,COL,2010,4.975652938,1.781871602
Colombia,COL,2011,5.016164698,1.619624322
Colombia,COL,2012,5.277512194,1.655957936
Colombia,COL,2013,5.218918366,1.624281634
Colombia,COL,2014,5.409943154,1.791355396
Comoros,COM,1995,2.879786206,1.733563484
Comoros,COM,1996,2.713949704,1.766300766
Comoros,COM,1997,2.584925576,1.907656864
Comoros,COM,1998,2.185036147,1.859176403
Comoros,COM,1999,1.964426649,1.903682151
Comoros,COM,2000,1.522723097,2.032877053
Comoros,COM,2001,1.094675339,1.764744201
Comoros,COM,2002,1.669758102,1.718162418
Comoros,COM,2003,1.815474839,1.834381671
Comoros,COM,2004,2.010438445,1.948637715
Comoros,COM,2005,2.274051852,2.042442168
Comoros,COM,2006,2.507151514,2.064207456
Comoros,COM,2007,2.80299141,2.12746192
Comoros,COM,2008,3.094532063,2.036050357
Comoros,COM,2009,1.72121212,2.09473248
Comoros,COM,2010,1.454408898,4.370394622
Comoros,COM,2011,1.656759335,4.440290795
Comoros,COM,2012,2.646604021,4.460632659
Comoros,COM,2013,2.003193245,4.506190325
Comoros,COM,2014,2.217320352,4.530322788
Congo,COG,1995,1.875942346,1.287118344
Congo,COG,1996,1.721611549,1.141303361
Congo,COG,1997,1.911836318,1.186844762
Congo,COG,1998,2.218401855,1.519975305
Congo,COG,1999,1.752764882,1.312237148
Congo,COG,2000,1.222592062,0.902457528
Congo,COG,2001,1.334532489,1.101804251
Congo,COG,2002,1.287959153,1.164805437
Congo,COG,2003,1.300179166,1.310328304
Congo,COG,2004,1.369675105,1.185620785
Congo,COG,2005,1.434608509,0.987109811
Congo,COG,2006,1.494032765,0.878675535
Congo,COG,2007,1.545764133,0.991939497
Congo,COG,2008,1.238592875,0.846548885
Congo,COG,2009,1.14114182,1.12444394
Congo,COG,2010,1.386578972,0.906269478
Congo,COG,2011,1.977375259,0.812776431
Congo,COG,2012,3.149421373,0.826925087
Congo,COG,2013,4.05731117,1.03732995
Congo,COG,2014,4.211920852,0.939490508
Costa Rica,CRI,1995,4.981964417,1.530350903
Costa Rica,CRI,1996,5.065507246,1.585279744
Costa Rica,CRI,1997,4.838992757,1.511554983
Costa Rica,CRI,1998,5.637174061,1.494947379
Costa Rica,CRI,1999,5.362922535,1.467965315
Costa Rica,CRI,2000,5.61242476,1.51168545
Costa Rica,CRI,2001,5.485507511,1.761373749
Costa Rica,CRI,2002,6.283475992,1.942180858
Costa Rica,CRI,2003,6.450275287,1.998962053
Costa Rica,CRI,2004,5.653259257,2.145130783
Costa Rica,CRI,2005,5.465712059,2.274025891
Costa Rica,CRI,2006,5.397313924,2.425871876
Costa Rica,CRI,2007,5.627837325,2.742022015
Costa Rica,CRI,2008,6.261310673,2.743843017
Costa Rica,CRI,2009,7.022189965,2.664398855
Costa Rica,CRI,2010,7.092617051,2.564855229
Costa Rica,CRI,2011,7.149714006,2.579685804
Costa Rica,CRI,2012,7.000226946,2.559457074
Costa Rica,CRI,2013,6.914441165,2.552083535
Costa Rica,CRI,2014,6.76760152,2.54551077
Cote d'Ivoire,CIV,1995,1.645869281,4.723138649
Cote d'Ivoire,CIV,1996,1.854107008,4.886472352
Cote d'Ivoire,CIV,1997,2.003289854,5.062908986
Cote d'Ivoire,CIV,1998,1.888813112,5.409390228
Cote d'Ivoire,CIV,1999,1.799667406,4.722010324
Cote d'Ivoire,CIV,2000,1.788035704,4.213140166
Cote d'Ivoire,CIV,2001,1.290257864,3.556228896
Cote d'Ivoire,CIV,2002,1.40860098,3.05816834
Cote d'Ivoire,CIV,2003,1.338333609,3.313753051
Cote d'Ivoire,CIV,2004,1.471674426,3.765728254
Cote d'Ivoire,CIV,2005,1.269719496,4.119887804
Cote d'Ivoire,CIV,2006,1.358403825,4.512593055
Cote d'Ivoire,CIV,2007,1.428213132,4.917671358
Cote d'Ivoire,CIV,2008,1.528626424,4.676875886
Cote d'Ivoire,CIV,2009,1.696810152,4.716717118
Cote d'Ivoire,CIV,2010,1.676172168,4.647668482
Cote d'Ivoire,CIV,2011,1.635696974,4.784828486
Cote d'Ivoire,CIV,2012,1.885045493,4.258177627
Cote d'Ivoire,CIV,2013,1.796587883,4.012955727
Cote d'Ivoire,CIV,2014,1.678538491,4.037735079
Croatia,HRV,1995,5.830669763,0.913299187
Croatia,HRV,1996,6.135021776,0.870178464
Croatia,HRV,1997,4.893760696,0.899222804
Croatia,HRV,1998,5.733091768,0.853820372
Croatia,HRV,1999,6.326324594,0.916931546
Croatia,HRV,2000,6.602275063,1.062422957
Croatia,HRV,2001,5.96435491,1.19770964
Croatia,HRV,2002,4.955064171,1.235121219
Croatia,HRV,2003,5.242817131,1.103840519
Croatia,HRV,2004,5.314158705,1.241678665
Croatia,HRV,2005,5.930617257,0.963482513
Croatia,HRV,2006,5.984641875,0.968479165
Croatia,HRV,2007,6.477622756,0.965725124
Croatia,HRV,2008,6.538722948,1.165797652
Croatia,HRV,2009,7.006867431,1.170150279
Croatia,HRV,2010,7.064964214,1.182888916
Croatia,HRV,2011,6.25541215,1.54368204
Croatia,HRV,2012,6.363207061,1.434018569
Croatia,HRV,2013,6.403028794,1.425245656
Croatia,HRV,2014,6.388287591,1.414954169
Cuba,CUB,1995,4.648496225,0.503447245
Cuba,CUB,1996,4.756708361,0.499654239
Cuba,CUB,1997,4.986951137,0.512493003
Cuba,CUB,1998,5.226020532,0.543972398
Cuba,CUB,1999,5.474999383,0.528815137
Cuba,CUB,2000,5.509533717,0.556188083
Cuba,CUB,2001,5.670491082,0.599685008
Cuba,CUB,2002,5.724849955,0.770458225
Cuba,CUB,2003,5.648789044,0.665988886
Cuba,CUB,2004,5.468185582,0.669453548
Cuba,CUB,2005,8.744448247,0.649795283
Cuba,CUB,2006,7.081250078,0.589946172
Cuba,CUB,2007,9.883198101,0.536486729
Cuba,CUB,2008,10.29335824,0.499949019
Cuba,CUB,2009,11.28391889,0.49775599
Cuba,CUB,2010,9.70382827,0.49045349
Cuba,CUB,2011,10.07101019,0.52590879
Cuba,CUB,2012,8.088255377,0.502443953
Cuba,CUB,2013,8.962294541,0.519734669
Cuba,CUB,2014,10.57366249,0.485137941
Cyprus,CYP,1995,1.697054395,3.038496115
Cyprus,CYP,1996,1.774813392,3.430654758
Cyprus,CYP,1997,1.948338097,3.582112133
Cyprus,CYP,1998,2.338116275,3.245312945
Cyprus,CYP,1999,2.388126932,3.209343578
Cyprus,CYP,2000,2.402830234,3.365955976
Cyprus,CYP,2001,2.449259438,3.333375842
Cyprus,CYP,2002,2.754518448,3.369094652
Cyprus,CYP,2003,3.082626861,3.747846196
Cyprus,CYP,2004,2.813460787,3.604537507
Cyprus,CYP,2005,2.662677211,3.706409489
Cyprus,CYP,2006,2.663821238,3.614280272
Cyprus,CYP,2007,2.578040013,3.47448783
Cyprus,CYP,2008,2.850825606,4.041341486
Cyprus,CYP,2009,3.311472393,4.090728927
Cyprus,CYP,2010,3.425307365,3.776835574
Cyprus,CYP,2011,3.507635082,3.996526457
Cyprus,CYP,2012,3.411603709,3.991049765
Cyprus,CYP,2013,3.470791397,3.942479563
Cyprus,CYP,2014,3.332019222,4.035592398
Czech Republic,CZE,1995,6.084042522,0.609907177
Czech Republic,CZE,1996,5.812945806,0.598328201
Czech Republic,CZE,1997,5.779225055,0.621828785
Czech Republic,CZE,1998,5.803851213,0.614188223
Czech Republic,CZE,1999,5.744610454,0.604321126
Czech Republic,CZE,2000,5.702534921,0.611227499
Czech Republic,CZE,2001,5.764902754,0.657285086
Czech Republic,CZE,2002,6.149834668,0.647548422
Czech Republic,CZE,2003,6.404474042,0.727342848
Czech Republic,CZE,2004,6.15449697,0.74897162
Czech Republic,CZE,2005,6.054044375,0.879898885
Czech Republic,CZE,2006,5.805408814,0.888294216
Czech Republic,CZE,2007,5.556626261,0.965712739
Czech Republic,CZE,2008,5.628784423,1.190111347
Czech Republic,CZE,2009,6.569654028,1.275741122
Czech Republic,CZE,2010,6.22493667,1.20696223
Czech Republic,CZE,2011,6.314732469,1.186328091
Czech Republic,CZE,2012,6.341764994,1.206176356
Czech Republic,CZE,2013,6.313087853,1.173407277
Czech Republic,CZE,2014,6.264976383,1.145935157
Democratic Republic of Congo,COD,1995,0.151469658,3.099183742
Democratic Republic of Congo,COD,1996,0.113020059,2.920803851
Democratic Republic of Congo,COD,1997,0.204867812,3.413778088
Democratic Republic of Congo,COD,1998,0.178185156,4.085602384
Democratic Republic of Congo,COD,1999,0.247696712,3.556621098
Democratic Republic of Congo,COD,2000,0.044703612,1.401540038
Democratic Republic of Congo,COD,2001,0.14417975,2.52267799
Democratic Republic of Congo,COD,2002,0.160080405,2.427083495
Democratic Republic of Congo,COD,2003,0.700026844,2.503740016
Democratic Republic of Congo,COD,2004,0.71835464,2.62160337
Democratic Republic of Congo,COD,2005,0.752462162,2.392154068
Democratic Republic of Congo,COD,2006,0.938991328,2.446689812
Democratic Republic of Congo,COD,2007,1.209434345,2.401303865
Democratic Republic of Congo,COD,2008,2.099872761,2.357910009
Democratic Republic of Congo,COD,2009,2.362979061,3.250208339
Democratic Republic of Congo,COD,2010,1.062595613,2.980383637
Democratic Republic of Congo,COD,2011,1.255268552,2.279592918
Democratic Republic of Congo,COD,2012,1.687173628,2.078092472
Democratic Republic of Congo,COD,2013,1.323441751,2.563333519
Democratic Republic of Congo,COD,2014,1.59835647,2.72987714
Denmark,DNK,1995,6.705344047,1.419947133
Denmark,DNK,1996,6.76753736,1.44396197
Denmark,DNK,1997,6.706312228,1.444599122
Denmark,DNK,1998,6.694654162,1.461479958
Denmark,DNK,1999,7.517019335,1.436620345
Denmark,DNK,2000,7.29518541,1.40390413
Denmark,DNK,2001,7.660538886,1.439640734
Denmark,DNK,2002,7.885050087,1.447837423
Denmark,DNK,2003,8.039900364,1.469491086
Denmark,DNK,2004,8.152818891,1.522050499
Denmark,DNK,2005,8.253254964,1.516705636
Denmark,DNK,2006,8.399549167,1.524767123
Denmark,DNK,2007,8.429011643,1.558282367
Denmark,DNK,2008,8.621214821,1.561815519
Denmark,DNK,2009,9.756125393,1.716072297
Denmark,DNK,2010,9.433817543,1.648020427
Denmark,DNK,2011,9.26885262,1.59669279
Denmark,DNK,2012,9.419660272,1.564158828
Denmark,DNK,2013,9.593210322,1.653797188
Denmark,DNK,2014,9.158734109,1.646222851
Djibouti,DJI,1995,2.384148412,1.566750018
Djibouti,DJI,1996,2.318293685,1.653729855
Djibouti,DJI,1997,2.83292067,1.76523133
Djibouti,DJI,1998,3.609757201,1.844577179
Djibouti,DJI,1999,4.407148156,1.811148064
Djibouti,DJI,2000,3.9005063,1.85323334
Djibouti,DJI,2001,3.486380266,1.886162464
Djibouti,DJI,2002,3.516449396,1.932084444
Djibouti,DJI,2003,4.167696582,2.053389018
Djibouti,DJI,2004,4.600888287,2.162822413
Djibouti,DJI,2005,4.939467764,2.275316866
Djibouti,DJI,2006,4.702732187,2.348485433
Djibouti,DJI,2007,5.337600592,2.383224058
Djibouti,DJI,2008,5.745632858,2.303946782
Djibouti,DJI,2009,5.957206032,2.413955428
Djibouti,DJI,2010,5.149939099,3.691525741
Djibouti,DJI,2011,5.019683712,3.691535398
Djibouti,DJI,2012,5.25888563,3.68823169
Djibouti,DJI,2013,5.322417486,3.817408534
Djibouti,DJI,2014,6.750847587,3.817408533
Dominica,DMA,1995,4.159861137,1.691209033
Dominica,DMA,1996,4.217261905,1.651901085
Dominica,DMA,1997,4.370036617,1.620484523
Dominica,DMA,1998,4.155978162,1.584198138
Dominica,DMA,1999,4.149951581,1.627317719
Dominica,DMA,2000,3.308396479,1.368413451
Dominica,DMA,2001,3.23826402,1.37668815
Dominica,DMA,2002,3.290272803,1.420747047
Dominica,DMA,2003,3.173775978,1.414624952
Dominica,DMA,2004,2.974158082,1.344192108
Dominica,DMA,2005,3.019700001,1.571097399
Dominica,DMA,2006,3.094683051,1.445718719
Dominica,DMA,2007,3.077919779,1.589891811
Dominica,DMA,2008,2.96951027,1.57396116
Dominica,DMA,2009,3.652604682,1.606672318
Dominica,DMA,2010,4.047182569,1.672586101
Dominica,DMA,2011,3.974390093,1.658728397
Dominica,DMA,2012,3.669363884,1.685743256
Dominica,DMA,2013,3.812216844,1.767822336
Dominica,DMA,2014,3.767972854,1.717859716
Dominican Republic,DOM,1995,1.155220766,4.055132434
Dominican Republic,DOM,1996,1.2382753,3.77632522
Dominican Republic,DOM,1997,1.48835433,3.78117713
Dominican Republic,DOM,1998,1.798910828,3.641500232
Dominican Republic,DOM,1999,2.00188919,3.66210796
Dominican Republic,DOM,2000,2.192495065,3.709673445
Dominican Republic,DOM,2001,1.925895905,3.668228635
Dominican Republic,DOM,2002,2.008738541,3.779889829
Dominican Republic,DOM,2003,1.820877367,3.713155593
Dominican Republic,DOM,2004,1.388619252,2.892116608
Dominican Republic,DOM,2005,1.485949047,2.775567463
Dominican Republic,DOM,2006,1.781605827,2.562747033
Dominican Republic,DOM,2007,1.992508761,2.351031749
Dominican Republic,DOM,2008,2.051277828,2.145052112
Dominican Republic,DOM,2009,2.245560221,2.165292389
Dominican Republic,DOM,2010,2.263964847,1.798504833
Dominican Republic,DOM,2011,2.604386077,1.614547753
Dominican Republic,DOM,2012,2.701812259,1.562315711
Dominican Republic,DOM,2013,2.623467358,1.495560972
Dominican Republic,DOM,2014,2.927375648,1.448401912
Ecuador,ECU,1995,1.881524423,1.517111937
Ecuador,ECU,1996,2.204202458,1.536811042
Ecuador,ECU,1997,1.987481393,1.729586497
Ecuador,ECU,1998,1.400740525,2.177607865
Ecuador,ECU,1999,1.375141632,2.433953658
Ecuador,ECU,2000,0.896003183,2.482643517
Ecuador,ECU,2001,1.228463152,2.629487198
Ecuador,ECU,2002,1.428875973,3.186390947
Ecuador,ECU,2003,1.425714581,5.038100399
Ecuador,ECU,2004,1.429314418,4.787976142
Ecuador,ECU,2005,1.309875442,4.563076398
Ecuador,ECU,2006,1.423655771,4.433567049
Ecuador,ECU,2007,1.5062409,4.43069691
Ecuador,ECU,2008,1.630354665,4.029944645
Ecuador,ECU,2009,2.186591275,3.388412575
Ecuador,ECU,2010,2.459407624,3.442741076
Ecuador,ECU,2011,2.597380991,3.317786709
Ecuador,ECU,2012,2.957292999,3.522067861
Ecuador,ECU,2013,3.858385301,3.428504409
Ecuador,ECU,2014,4.508156573,4.652931667
Egypt,EGY,1995,1.646025042,1.890480698
Egypt,EGY,1996,1.620664666,2.276140834
Egypt,EGY,1997,1.785539455,2.824551945
Egypt,EGY,1998,1.969811265,2.956726245
Egypt,EGY,1999,2.1234134,3.1339822
Egypt,EGY,2000,2.246958395,3.303792855
Egypt,EGY,2001,2.327558282,3.422986988
Egypt,EGY,2002,2.403817061,3.565774289
Egypt,EGY,2003,2.068547965,3.343495585
Egypt,EGY,2004,1.985911495,3.224994075
Egypt,EGY,2005,1.985040988,3.077563302
Egypt,EGY,2006,2.287519277,2.952050563
Egypt,EGY,2007,2.046695736,2.903737814
Egypt,EGY,2008,2.029727197,2.790135933
Egypt,EGY,2009,2.058126846,2.950771854
Egypt,EGY,2010,1.872592845,2.924665375
Egypt,EGY,2011,1.990804136,3.048862534
Egypt,EGY,2012,1.909231327,3.384370293
Egypt,EGY,2013,2.057468101,3.405053139
Egypt,EGY,2014,2.155384501,3.486730549
El Salvador,SLV,1995,2.456765433,3.921898847
El Salvador,SLV,1996,3.106327227,4.471840253
El Salvador,SLV,1997,3.204772995,5.003082035
El Salvador,SLV,1998,3.68357541,4.74185373
El Salvador,SLV,1999,3.651732934,4.512139656
El Salvador,SLV,2000,3.796302763,4.374054167
El Salvador,SLV,2001,3.753448667,4.265292473
El Salvador,SLV,2002,3.805680221,4.093658759
El Salvador,SLV,2003,3.750173665,3.856035075
El Salvador,SLV,2004,3.635304196,3.662106594
El Salvador,SLV,2005,3.812553094,3.377646116
El Salvador,SLV,2006,4.153138804,2.523323606
El Salvador,SLV,2007,3.744769646,2.570292994
El Salvador,SLV,2008,3.706714781,2.506547589
El Salvador,SLV,2009,4.133696927,2.697700623
El Salvador,SLV,2010,4.29012069,2.62235631
El Salvador,SLV,2011,4.327903341,2.480163159
El Salvador,SLV,2012,4.210471154,2.493982966
El Salvador,SLV,2013,4.632291908,2.313508672
El Salvador,SLV,2014,4.469508324,2.303727199
Equatorial Guinea,GNQ,1995,3.883858135,1.497975115
Equatorial Guinea,GNQ,1996,2.732998091,1.707833089
Equatorial Guinea,GNQ,1997,2.251245641,0.932959179
Equatorial Guinea,GNQ,1998,3.055954265,1.221975605
Equatorial Guinea,GNQ,1999,1.922256608,0.836107392
Equatorial Guinea,GNQ,2000,2.166271678,0.566609372
Equatorial Guinea,GNQ,2001,1.335525197,0.447558433
Equatorial Guinea,GNQ,2002,1.111721515,0.939304665
Equatorial Guinea,GNQ,2003,1.52759716,0.70213203
Equatorial Guinea,GNQ,2004,1.352454624,1.045190656
Equatorial Guinea,GNQ,2005,0.913982114,0.716647006
Equatorial Guinea,GNQ,2006,1.467452066,0.661384614
Equatorial Guinea,GNQ,2007,1.640828358,0.607185732
Equatorial Guinea,GNQ,2008,1.795079572,0.516183428
Equatorial Guinea,GNQ,2009,4.461108402,0.859492188
Equatorial Guinea,GNQ,2010,3.057171112,0.782022728
Equatorial Guinea,GNQ,2011,2.596654331,0.695559019
Equatorial Guinea,GNQ,2012,3.325881938,0.674960172
Equatorial Guinea,GNQ,2013,2.961789903,0.771568017
Equatorial Guinea,GNQ,2014,2.932710442,0.871368598
Eritrea,ERI,1995,2.171974402,2.351796288
Eritrea,ERI,1996,1.321100351,2.290976729
Eritrea,ERI,1997,1.770926971,2.427842499
Eritrea,ERI,1998,1.85142628,2.63278292
Eritrea,ERI,1999,1.996568895,3.008991365
Eritrea,ERI,2000,1.588511165,2.846082505
Eritrea,ERI,2001,1.386781377,2.562019833
Eritrea,ERI,2002,1.640469343,2.382118657
Eritrea,ERI,2003,1.291688995,2.210775395
Eritrea,ERI,2004,1.236014558,1.906339912
Eritrea,ERI,2005,1.095939139,1.871982531
Eritrea,ERI,2006,1.470450528,1.828520352
Eritrea,ERI,2007,1.490338129,1.801236481
Eritrea,ERI,2008,1.931429607,1.757037223
Eritrea,ERI,2009,1.397960224,1.903979146
Eritrea,ERI,2010,1.424863559,1.815455401
Eritrea,ERI,2011,1.40782257,1.65306742
Eritrea,ERI,2012,1.383976464,1.592436286
Eritrea,ERI,2013,1.37826626,1.63395324
Eritrea,ERI,2014,1.527464004,1.810829176
Estonia,EST,1995,5.671494836,0.646645284
Estonia,EST,1996,5.809624371,0.764283239
Estonia,EST,1997,5.51790868,0.67039692
Estonia,EST,1998,4.797024971,0.758334069
Estonia,EST,1999,4.536437438,1.110851918
Estonia,EST,2000,4.075514834,1.189265444
Estonia,EST,2001,3.817487064,1.036376411
Estonia,EST,2002,3.735725858,1.108357542
Estonia,EST,2003,3.775009168,1.140679734
Estonia,EST,2004,3.877117683,1.231588288
Estonia,EST,2005,3.850041558,1.154882877
Estonia,EST,2006,3.673549212,1.311118077
Estonia,EST,2007,3.899242751,1.201215832
Estonia,EST,2008,4.712423412,1.250420271
Estonia,EST,2009,5.216716763,1.446200638
Estonia,EST,2010,4.9273468,1.265481335
Estonia,EST,2011,4.625885477,1.121717549
Estonia,EST,2012,5.115761648,1.248929845
Estonia,EST,2013,5.138603368,1.342154576
Estonia,EST,2014,5.028395902,1.350898308
Ethiopia,ETH,1995,1.201089905,1.755518915
Ethiopia,ETH,1996,1.113331724,1.805236976
Ethiopia,ETH,1997,1.308283107,1.892492893
Ethiopia,ETH,1998,1.634136008,2.100552362
